Load Time (ms),Sample Time (ms),Sample Runs,Sample Throughput (tokens/second),Prefill Time (ms),Prefill Tokens,Prefill Throughput (tokens/second),Decode Time (ms),Decode Runs,Decode Throughput (tokens/second),Total Time (ms),Total Tokens,model
3644.64,12.4,248,20003.23,11081.54375,46.0,4.0,147692.76,247.0,1.67,159456.84,293.0,Llama2
3644.64,9.62,182,18918.92,3521.78,14.0,3.98,106536.89,181.0,1.7,110245.36,195.0,Llama2
3644.64,25.56,500,19560.28,1547.21,6.0,3.88,304596.67,499.0,1.64,306857.73,505.0,Llama2
3644.64,10.83,206,19030.02,4786.44,19.0,3.97,121156.28,205.0,1.69,126158.02,224.0,Llama2
3644.64,25.52,500,19589.41,11081.54375,73.0,3.98,310768.91,499.0,1.61,330039.6,573.0,Llama2
3644.64,6.58,127,19292.12,5512.66,22.0,3.99,73669.12,126.0,1.71,79299.08,148.0,Llama2
3644.64,19.96,387,19384.89,5034.62,20.0,3.97,233040.36,386.0,1.66,238554.74,406.0,Llama2
3644.64,24.82,500,20144.23,10514.38,42.0,3.99,308063.13,499.0,1.62,319263.19,541.0,Llama2
3644.64,18.73,365,19486.41,11081.54375,57.0,3.99,221244.68,364.0,1.65,235961.37,421.0,Llama2
3644.64,25.38,500,19704.43,7998.91,32.0,4.0,307146.71,499.0,1.62,315850.48,531.0,Llama2
3644.64,25.98,500,19249.28,8296.16,33.0,3.98,307261.57,499.0,1.62,316261.98,532.0,Llama2
3644.64,25.45,500,19647.91,7240.31,29.0,4.01,306559.69,499.0,1.63,314508.34,528.0,Llama2
3644.64,18.47,364,19703.37,6738.82,27.0,4.01,218901.5,363.0,1.66,226079.23,390.0,Llama2
3644.64,19.72,402,20381.26,5522.35,22.0,3.98,242482.89,401.0,1.65,248508.33,423.0,Llama2
3644.64,9.59,188,19597.62,5270.98,21.0,3.98,110229.97,187.0,1.7,115686.05,208.0,Llama2
3644.64,23.0,442,19213.21,4549.22,18.0,3.96,267702.48,441.0,1.65,272847.47,459.0,Llama2
3644.64,0.56,10,17953.32,11081.54375,52.0,3.99,5170.6,9.0,1.74,18225.17,61.0,Llama2
3644.64,4.83,93,19250.67,2299.54,9.0,3.91,53194.78,92.0,1.73,55578.15,101.0,Llama2
3644.64,25.14,492,19571.18,8793.01,35.0,3.98,302102.38,491.0,1.63,311590.9,526.0,Llama2
3644.64,25.41,500,19675.74,5512.22,22.0,3.99,306223.66,499.0,1.63,312448.51,521.0,Llama2
3644.64,25.19,500,19849.93,3767.62,15.0,3.98,305328.16,499.0,1.63,309803.89,514.0,Llama2
3644.64,20.83,402,19300.94,5750.99,23.0,4.0,242880.25,401.0,1.65,249151.3,424.0,Llama2
3644.64,25.64,500,19496.98,5494.08,22.0,4.0,306270.99,499.0,1.63,312470.06,521.0,Llama2
3644.64,10.05,193,19196.34,2293.19,9.0,3.92,113048.72,192.0,1.7,115541.02,201.0,Llama2
3644.64,15.71,303,19289.53,2300.86,9.0,3.91,179960.38,302.0,1.68,182619.11,311.0,Llama2
3644.64,25.5,500,19610.92,4785.0,19.0,3.97,305569.03,499.0,1.63,311053.8,518.0,Llama2
3644.64,25.29,500,19769.1,11081.54375,70.0,3.98,310648.67,499.0,1.61,328918.03,569.0,Llama2
3644.64,25.5,500,19604.77,2281.45,9.0,3.94,304776.93,499.0,1.64,307768.31,508.0,Llama2
3644.64,20.45,406,19856.21,4542.15,18.0,3.96,244921.17,405.0,1.65,249977.76,423.0,Llama2
3644.64,25.87,500,19328.9,3512.75,14.0,3.99,305324.69,499.0,1.63,309542.73,513.0,Llama2
3644.64,25.75,500,19414.46,11081.54375,73.0,3.99,310983.71,499.0,1.6,330765.66,575.0,Llama2
3644.64,20.23,396,19576.82,11081.54375,73.0,3.97,242445.7,395.0,1.63,263319.16,476.0,Llama2
3644.64,26.0,500,19227.81,1828.24,7.0,3.83,305993.02,499.0,1.63,308628.82,506.0,Llama2
3644.64,17.54,341,19443.49,6240.67,25.0,4.01,204411.29,340.0,1.66,211049.43,365.0,Llama2
3644.64,15.08,297,19697.57,11081.54375,72.0,3.99,179193.15,296.0,1.65,197579.34,368.0,Llama2
3644.64,23.35,459,19659.07,3025.93,12.0,3.97,278339.32,458.0,1.65,281995.6,470.0,Llama2
3644.64,12.03,233,19365.03,4774.59,19.0,3.98,137502.77,232.0,1.69,142525.2,251.0,Llama2
3644.64,5.08,100,19700.55,7500.72,30.0,4.0,57782.88,99.0,1.71,65370.81,129.0,Llama2
3644.64,16.19,315,19461.26,10766.68,43.0,3.99,189097.49,314.0,1.66,200238.65,357.0,Llama2
3644.64,23.15,450,19436.77,11081.54375,61.0,4.0,276406.91,449.0,1.62,292265.08,510.0,Llama2
3644.64,25.36,500,19716.09,4769.42,19.0,3.98,305826.9,499.0,1.63,311295.17,518.0,Llama2
3644.64,9.72,187,19242.64,2772.03,11.0,3.97,109454.47,186.0,1.7,112420.04,197.0,Llama2
3644.64,22.59,443,19612.18,11081.54375,51.0,3.99,270912.7,442.0,1.63,284283.9,493.0,Llama2
3644.64,25.63,500,19507.63,3747.22,15.0,4.0,305456.06,499.0,1.63,309907.65,514.0,Llama2
3644.64,1.96,35,17893.66,11081.54375,73.0,3.99,20006.97,34.0,1.7,39860.54,113.0,Llama2
3644.64,18.16,358,19715.83,2063.38,8.0,3.88,214102.27,357.0,1.67,216597.07,365.0,Llama2
3644.64,19.23,379,19707.76,2526.63,10.0,3.96,227518.23,378.0,1.66,230521.22,388.0,Llama2
3644.64,25.3,500,19762.85,4008.49,16.0,3.99,305775.5,499.0,1.63,310490.87,515.0,Llama2
3644.64,4.06,76,18714.6,7480.44,30.0,4.01,43594.48,75.0,1.72,51145.96,105.0,Llama2
3644.64,25.0,500,19996.8,2298.28,9.0,3.92,304516.62,499.0,1.64,307517.62,508.0,Llama2
3644.64,25.16,500,19874.39,1560.89,6.0,3.84,304506.89,499.0,1.64,306770.05,505.0,Llama2
3644.64,24.9,486,19514.94,2294.68,9.0,3.92,295809.41,485.0,1.64,298784.96,494.0,Llama2
3644.64,4.77,90,18879.8,4526.17,18.0,3.98,51629.97,89.0,1.72,56239.91,107.0,Llama2
3644.64,2.35,47,20034.1,11081.54375,73.0,3.89,28190.52,46.0,1.63,94858.32,305.0,Llama2
3644.64,25.87,500,19325.91,9243.21,37.0,4.0,307353.5,499.0,1.62,317301.28,536.0,Llama2
3644.64,25.94,500,19277.48,5046.86,20.0,3.96,305716.2,499.0,1.63,311474.7,519.0,Llama2
3644.64,15.17,294,19380.36,6967.66,28.0,4.02,175327.37,293.0,1.67,182632.42,321.0,Llama2
3644.64,24.93,482,19338.01,3508.04,14.0,3.99,293330.9,481.0,1.64,297515.75,495.0,Llama2
3644.64,20.64,407,19718.04,3497.92,14.0,4.0,245077.74,406.0,1.66,249084.26,420.0,Llama2
3644.64,25.59,500,19540.41,4775.08,19.0,3.98,305528.7,499.0,1.63,311022.8,518.0,Llama2
3644.64,24.79,500,20171.05,4018.77,16.0,3.98,305169.31,499.0,1.64,309875.38,515.0,Llama2
3644.64,25.38,500,19699.78,5749.42,23.0,4.0,305940.74,499.0,1.63,312401.94,522.0,Llama2
3644.64,25.2,500,19842.06,2279.46,9.0,3.95,304819.31,499.0,1.64,307807.29,508.0,Llama2
3644.64,25.46,500,19638.65,2049.72,8.0,3.9,304795.47,499.0,1.64,307557.5,507.0,Llama2
3644.64,19.38,382,19709.01,3030.81,12.0,3.96,229320.68,381.0,1.66,232837.56,393.0,Llama2
3644.64,14.53,284,19540.39,1092.54,4.0,3.66,167956.03,283.0,1.68,169368.16,287.0,Llama2
3644.64,1.82,37,20285.09,2529.73,10.0,3.95,20598.11,36.0,1.75,23154.18,46.0,Llama2
3644.64,24.86,500,20111.01,8536.71,34.0,3.98,307078.31,499.0,1.62,316310.77,533.0,Llama2
3644.64,1.89,38,20148.46,6721.1,27.0,4.02,21257.76,37.0,1.74,28006.75,64.0,Llama2
3644.64,11.1,211,19015.86,11081.54375,63.0,4.0,125752.41,210.0,1.67,141711.16,273.0,Llama2
3644.64,18.59,366,19685.89,11081.54375,73.0,3.94,228732.9,365.0,1.6,273337.99,539.0,Llama2
3644.64,24.58,492,20013.83,11081.54375,73.0,3.99,306308.09,491.0,1.6,326560.68,569.0,Llama2
3644.64,25.02,500,19986.41,6249.6,25.0,4.0,306102.09,499.0,1.63,313051.67,524.0,Llama2
3644.64,25.59,500,19535.83,5032.94,20.0,3.97,305545.17,499.0,1.63,311283.21,519.0,Llama2
3644.64,22.66,441,19465.04,3752.7,15.0,4.0,266657.31,440.0,1.65,270998.77,455.0,Llama2
3644.64,19.97,387,19381.98,11081.54375,71.0,3.99,235829.27,386.0,1.64,254110.58,457.0,Llama2
3644.64,25.76,500,19411.44,6512.48,26.0,3.99,306449.71,499.0,1.63,313675.47,525.0,Llama2
3644.64,25.38,500,19702.1,11081.54375,61.0,4.0,309579.39,499.0,1.61,325527.03,560.0,Llama2
3644.64,14.33,285,19892.51,11081.54375,52.0,4.0,170685.45,284.0,1.66,184008.6,336.0,Llama2
3644.64,14.93,290,19418.78,5042.25,20.0,3.97,172508.87,289.0,1.68,177885.1,309.0,Llama2
3644.64,15.83,311,19648.72,11081.54375,65.0,3.97,187525.77,310.0,1.65,204229.44,375.0,Llama2
3644.64,13.03,250,19190.91,3749.74,15.0,4.0,147797.42,249.0,1.68,151825.46,264.0,Llama2
3644.64,12.13,243,20037.93,7696.55,31.0,4.03,143939.04,242.0,1.68,151882.12,273.0,Llama2
3644.64,25.5,500,19607.84,3510.16,14.0,3.99,305168.88,499.0,1.64,309390.11,513.0,Llama2
3644.64,25.09,491,19566.43,6017.38,24.0,3.99,300115.8,490.0,1.63,306804.31,514.0,Llama2
3644.64,25.73,500,19435.59,7479.95,30.0,4.01,306655.39,499.0,1.63,314851.44,529.0,Llama2
3644.64,10.29,197,19152.25,7717.94,31.0,4.02,116082.15,196.0,1.69,124003.97,227.0,Llama2
3644.64,25.19,500,19852.3,5744.71,23.0,4.0,305790.19,499.0,1.63,312232.01,522.0,Llama2
3644.64,25.13,500,19897.33,3757.32,15.0,3.99,305300.47,499.0,1.63,309761.07,514.0,Llama2
3644.64,23.05,454,19694.6,11081.54375,55.0,4.0,278389.8,453.0,1.63,292750.9,508.0,Llama2
3644.64,24.95,500,20038.47,9767.57,39.0,3.99,307633.09,499.0,1.62,318083.37,538.0,Llama2
3644.64,25.56,500,19561.82,11081.54375,73.0,3.82,352267.76,499.0,1.42,411128.95125,820.5,Llama2
3644.64,25.46,500,19642.51,4023.51,16.0,3.98,305405.14,499.0,1.63,310141.56,515.0,Llama2
3644.64,5.11,96,18772.0,5534.58,22.0,3.98,55241.62,95.0,1.72,60865.23,117.0,Llama2
3644.64,23.45,461,19656.33,3770.96,15.0,3.98,279569.76,460.0,1.65,283966.6,475.0,Llama2
3644.64,25.61,500,19525.15,3037.25,12.0,3.95,305176.51,499.0,1.64,308918.94,511.0,Llama2
3644.64,24.05,479,19914.36,2784.58,11.0,3.95,290972.44,478.0,1.64,294409.38,489.0,Llama2
3644.64,25.52,500,19589.41,2546.25,10.0,3.93,304711.67,499.0,1.64,307971.66,509.0,Llama2
3644.64,8.16,154,18879.49,3257.56,13.0,3.99,89568.94,153.0,1.71,92981.28,166.0,Llama2
3644.64,25.63,500,19505.34,9032.33,36.0,3.99,306963.84,499.0,1.63,316695.29,535.0,Llama2
3644.64,25.23,500,19819.25,8032.7,32.0,3.98,306822.63,499.0,1.63,315559.26,531.0,Llama2
3644.64,17.79,359,20176.47,5006.97,20.0,3.99,215292.31,358.0,1.66,220720.23,378.0,Llama2
3644.64,25.15,500,19883.09,6985.67,28.0,4.01,306240.73,499.0,1.63,313926.23,527.0,Llama2
3644.64,25.6,500,19532.78,2531.48,10.0,3.95,305138.97,499.0,1.64,308379.68,509.0,Llama2
3644.64,20.93,411,19637.82,11081.54375,47.0,4.0,250008.76,410.0,1.64,262279.24,457.0,Llama2
3644.64,25.28,500,19782.39,11081.54375,59.0,4.0,309462.87,499.0,1.61,324925.94,558.0,Llama2
3644.64,25.12,500,19902.08,2046.67,8.0,3.91,304504.63,499.0,1.64,307240.37,507.0,Llama2
3644.64,22.55,439,19464.4,11081.54375,45.0,4.0,267921.01,438.0,1.63,279751.54,483.0,Llama2
3644.64,8.12,152,18721.52,6498.62,26.0,4.0,88761.38,151.0,1.7,95411.01,177.0,Llama2
3644.64,22.88,445,19447.6,835.42,3.0,3.59,268888.25,444.0,1.65,270325.92,447.0,Llama2
3644.64,3.23,64,19795.86,7227.4,29.0,4.01,36487.68,63.0,1.73,43769.29,92.0,Llama2
3644.64,18.72,371,19815.2,5045.86,20.0,3.96,222834.95,370.0,1.66,228324.22,390.0,Llama2
3644.64,10.05,191,19012.54,1564.77,6.0,3.83,111602.45,190.0,1.7,113366.95,196.0,Llama2
3644.64,18.71,373,19941.19,4527.91,18.0,3.98,223883.46,372.0,1.66,228860.23,390.0,Llama2
3644.64,25.64,500,19496.98,4534.53,18.0,3.97,305548.48,499.0,1.63,310769.16,517.0,Llama2
3644.64,2.54,49,19321.77,11081.54375,73.0,3.94,28832.45,48.0,1.66,69481.81,208.0,Llama2
3644.64,25.49,500,19613.23,6490.67,26.0,4.01,306118.04,499.0,1.63,313313.53,525.0,Llama2
3644.64,1.06,21,19736.84,6986.29,28.0,4.01,11491.88,20.0,1.74,18492.69,48.0,Llama2
3644.64,24.24,479,19763.17,2282.39,9.0,3.94,290654.06,478.0,1.64,293588.88,487.0,Llama2
3644.64,25.52,500,19594.78,2768.44,11.0,3.97,305330.69,499.0,1.63,308804.58,510.0,Llama2
3644.64,19.03,368,19341.95,5250.63,21.0,4.0,221053.04,367.0,1.66,226762.95,388.0,Llama2
3644.64,3.27,66,20171.15,3259.91,13.0,3.99,37437.21,65.0,1.74,40747.44,78.0,Llama2
3644.64,6.97,130,18654.04,4285.89,17.0,3.97,75350.31,129.0,1.71,79762.93,146.0,Llama2
3644.64,25.33,500,19737.1,4998.48,20.0,4.0,305648.78,499.0,1.63,311350.01,519.0,Llama2
3644.64,25.56,500,19563.35,1794.59,7.0,3.9,304466.41,499.0,1.64,306966.74,506.0,Llama2
3644.64,25.43,500,19662.59,4319.6,17.0,3.94,305597.23,499.0,1.63,310609.9,516.0,Llama2
3644.64,25.66,500,19482.54,9762.16,39.0,4.0,307410.98,499.0,1.62,317877.71,538.0,Llama2
3644.64,10.88,212,19492.46,11081.54375,48.0,4.0,125720.05,211.0,1.68,137943.75,259.0,Llama2
3644.64,5.22,98,18759.57,6256.88,25.0,4.0,56505.27,97.0,1.72,62853.69,122.0,Llama2
3644.64,3.83,75,19597.6,11081.54375,73.0,3.96,44392.01,74.0,1.67,79574.59,213.0,Llama2
3644.64,25.13,500,19893.37,5750.77,23.0,4.0,305944.39,499.0,1.63,312400.61,522.0,Llama2
3644.64,25.3,500,19760.5,2039.34,8.0,3.92,304584.31,499.0,1.64,307330.32,507.0,Llama2
3644.64,4.36,88,20188.12,6771.72,27.0,3.99,50653.37,87.0,1.72,57494.8,114.0,Llama2
3644.64,25.25,500,19798.84,11081.54375,48.0,3.99,308591.47,499.0,1.62,321342.86,547.0,Llama2
3644.64,24.99,500,20009.6,3527.73,14.0,3.97,304966.55,499.0,1.64,309196.74,513.0,Llama2
3644.64,7.6,142,18694.05,4002.7,16.0,4.0,82500.83,141.0,1.71,86648.26,157.0,Llama2
3644.64,25.25,500,19800.41,10768.55,43.0,3.99,307627.55,499.0,1.62,319094.46,542.0,Llama2
3644.64,20.02,388,19381.59,4543.81,18.0,3.96,233647.03,387.0,1.66,238681.2,405.0,Llama2
3644.64,5.9,110,18631.44,3257.8,13.0,3.99,63327.91,109.0,1.72,66691.58,122.0,Llama2
3644.64,14.4,281,19515.24,4006.68,16.0,3.99,166701.99,280.0,1.68,171022.65,296.0,Llama2
3644.64,24.94,500,20048.12,2292.01,9.0,3.93,304550.63,499.0,1.64,307549.53,508.0,Llama2
3644.64,23.26,463,19906.27,3500.93,14.0,4.0,280969.52,462.0,1.64,285084.69,476.0,Llama2
3644.64,5.53,106,19154.32,2318.49,9.0,3.88,60878.47,105.0,1.72,63296.65,114.0,Llama2
3644.64,18.95,379,19995.78,11081.54375,67.0,3.98,230500.97,378.0,1.64,247799.29,445.0,Llama2
3644.64,2.58,50,19357.34,3735.63,15.0,4.02,28096.51,49.0,1.74,31870.15,64.0,Llama2
3644.64,25.1,500,19920.32,11081.54375,60.0,4.01,309910.04,499.0,1.61,325575.07,559.0,Llama2
3644.64,25.52,500,19594.78,5041.78,20.0,3.97,305746.63,499.0,1.63,311503.23,519.0,Llama2
3644.64,5.18,104,20065.6,5250.62,21.0,4.0,59918.55,103.0,1.72,65254.35,124.0,Llama2
3644.64,3.62,72,19900.5,5756.27,23.0,4.0,41087.81,71.0,1.73,46899.44,94.0,Llama2
3644.64,24.77,474,19137.6,2524.33,10.0,3.96,287692.31,473.0,1.64,290874.85,483.0,Llama2
3644.64,24.99,500,20008.0,4782.02,19.0,3.97,305912.24,499.0,1.63,311404.39,518.0,Llama2
3644.64,25.25,500,19801.2,5045.97,20.0,3.96,305858.06,499.0,1.63,311602.32,519.0,Llama2
3644.64,25.08,498,19855.67,5258.19,21.0,3.99,304312.88,497.0,1.63,310269.63,518.0,Llama2
3644.64,16.15,300,18575.85,11081.54375,71.0,3.99,180892.52,299.0,1.65,199039.45,370.0,Llama2
3644.64,25.21,500,19832.61,5758.28,23.0,3.99,306343.7,499.0,1.63,312797.63,522.0,Llama2
3644.64,14.63,288,19685.58,5496.08,22.0,4.0,171255.67,287.0,1.68,177076.09,309.0,Llama2
3644.64,25.96,500,19261.88,6742.74,27.0,4.0,306756.05,499.0,1.63,314207.29,526.0,Llama2
3644.64,8.39,165,19673.3,11081.54375,73.0,3.97,98370.4,164.0,1.67,123232.95,262.0,Llama2
3644.64,18.52,361,19490.34,10731.09,43.0,4.01,217789.56,360.0,1.65,228959.66,403.0,Llama2
3644.64,14.58,285,19545.98,11081.54375,57.0,4.01,170897.31,284.0,1.66,185432.73,341.0,Llama2
3644.64,15.84,308,19449.36,5261.53,21.0,3.99,183577.89,307.0,1.67,189194.95,328.0,Llama2
3644.64,25.48,500,19627.09,4528.6,18.0,3.97,305341.3,499.0,1.63,310585.44,517.0,Llama2
3644.64,5.25,100,19033.12,4538.34,18.0,3.97,57517.56,99.0,1.72,62148.72,117.0,Llama2
3644.64,9.19,175,19038.29,3518.6,14.0,3.98,102237.1,174.0,1.7,105930.01,188.0,Llama2
3644.64,25.32,500,19746.46,11081.54375,51.0,4.0,308492.11,499.0,1.62,321949.79,550.0,Llama2
3644.64,25.78,500,19392.62,11081.54375,67.0,3.98,310402.67,499.0,1.61,327937.02,566.0,Llama2
3644.64,20.35,403,19800.52,3990.42,16.0,4.01,242662.37,402.0,1.66,247168.82,418.0,Llama2
3644.64,25.73,500,19428.79,5015.21,20.0,3.99,306066.31,499.0,1.63,311766.91,519.0,Llama2
3644.64,25.08,500,19939.38,2525.1,10.0,3.96,304598.49,499.0,1.64,307806.77,509.0,Llama2
3644.64,22.6,445,19693.75,3273.04,13.0,3.97,269127.18,444.0,1.65,272993.36,457.0,Llama2
3644.64,16.51,322,19506.88,2048.17,8.0,3.91,191629.53,321.0,1.68,194057.45,329.0,Llama2
3644.64,25.65,500,19490.9,3768.42,15.0,3.98,305037.42,499.0,1.64,309529.67,514.0,Llama2
3644.64,25.23,491,19459.42,3515.07,14.0,3.98,298964.0,490.0,1.64,303147.3,504.0,Llama2
3644.64,25.25,500,19799.63,2041.98,8.0,3.92,304534.51,499.0,1.64,307267.03,507.0,Llama2
3644.64,25.02,500,19981.62,11081.54375,73.0,3.97,315027.09,499.0,1.58,344977.64,615.0,Llama2
3644.64,16.58,325,19605.48,4767.24,19.0,3.99,194030.5,324.0,1.67,199180.18,343.0,Llama2
3644.64,14.2,283,19923.97,2283.04,9.0,3.94,167475.35,282.0,1.68,170063.55,291.0,Llama2
3644.64,25.56,500,19564.88,3494.35,14.0,4.01,305118.83,499.0,1.64,309315.41,513.0,Llama2
3644.64,3.3,62,18770.81,8772.07,35.0,3.99,35396.63,61.0,1.72,44222.0,96.0,Llama2
3644.64,24.86,500,20116.68,2524.16,10.0,3.96,304504.71,499.0,1.64,307738.28,509.0,Llama2
3644.64,19.88,392,19714.34,5012.49,20.0,3.99,236143.44,391.0,1.66,241632.7,411.0,Llama2
3644.64,24.79,494,19926.59,11081.54375,73.0,3.99,306937.72,493.0,1.61,326172.31,567.0,Llama2
3644.64,9.39,179,19068.93,5264.39,21.0,3.99,104886.02,178.0,1.7,110334.8,199.0,Llama2
3644.64,25.3,500,19762.06,11081.54375,72.0,3.99,311266.81,499.0,1.6,330032.02,571.0,Llama2
3644.64,25.53,500,19582.5,2315.04,9.0,3.89,305004.4,499.0,1.64,308039.07,508.0,Llama2
3644.64,25.12,500,19908.42,5272.22,21.0,3.98,305803.95,499.0,1.63,311786.4,520.0,Llama2
3644.64,24.47,482,19700.81,3038.75,12.0,3.95,292970.41,481.0,1.64,296683.58,493.0,Llama2
3644.64,4.2,78,18589.13,7995.67,32.0,4.0,44820.27,77.0,1.72,52888.94,109.0,Llama2
3644.64,25.31,500,19756.6,3510.96,14.0,3.99,305098.89,499.0,1.64,309304.0,513.0,Llama2
3644.64,3.45,65,18851.51,6754.95,27.0,4.0,37049.18,64.0,1.73,43865.01,91.0,Llama2
3644.64,17.36,334,19239.63,4531.01,18.0,3.97,199631.68,333.0,1.67,204564.05,351.0,Llama2
3644.64,16.78,331,19728.22,3745.41,15.0,4.0,197713.94,330.0,1.67,201856.24,345.0,Llama2
3644.64,2.35,45,19157.09,2530.07,10.0,3.95,25199.6,44.0,1.75,27763.09,54.0,Llama2
3644.64,24.5,485,19792.69,9253.4,37.0,4.0,297495.25,484.0,1.63,307414.35,521.0,Llama2
3644.64,25.97,500,19252.24,11081.54375,59.0,4.0,309980.28,499.0,1.61,325457.54,558.0,Llama2
3644.64,25.05,500,19960.08,1561.3,6.0,3.84,304391.46,499.0,1.64,306663.61,505.0,Llama2
3644.64,14.49,283,19525.32,5736.87,23.0,4.01,168333.64,282.0,1.68,174391.98,305.0,Llama2
3644.64,23.64,464,19623.6,2762.84,11.0,3.98,281481.92,463.0,1.64,284875.78,474.0,Llama2
3644.64,25.73,500,19431.81,6505.12,26.0,4.0,306048.43,499.0,1.63,313258.5,525.0,Llama2
3644.64,24.76,500,20193.05,4544.58,18.0,3.96,305489.41,499.0,1.63,310729.65,517.0,Llama2
3644.64,0.38,7,18469.66,9762.51,39.0,3.99,3447.19,6.0,1.74,13213.98,45.0,Llama2
3644.64,19.73,384,19462.75,4299.86,17.0,3.95,230864.1,383.0,1.66,235647.78,400.0,Llama2
3644.64,8.62,164,19034.35,11081.54375,61.0,4.01,97022.02,163.0,1.68,112411.38,224.0,Llama2
3644.64,5.2,99,19031.14,1552.32,6.0,3.87,56674.77,98.0,1.73,58318.14,104.0,Llama2
3644.64,3.13,56,17879.95,11081.54375,73.0,3.99,32429.14,55.0,1.7,51536.6,131.0,Llama2
3644.64,25.55,500,19567.17,2297.19,9.0,3.92,304980.14,499.0,1.64,307992.0,508.0,Llama2
3644.64,24.89,500,20089.2,11081.54375,73.0,3.94,323015.94,499.0,1.54,370375.29,683.0,Llama2
3644.64,15.98,308,19269.27,10989.54,44.0,4.0,184623.59,307.0,1.66,195964.89,351.0,Llama2
3644.64,24.53,500,20382.37,1085.07,4.0,3.69,304443.57,499.0,1.64,306205.56,503.0,Llama2
3644.64,25.8,500,19379.09,3508.62,14.0,3.99,305085.69,499.0,1.64,309312.79,513.0,Llama2
3644.64,25.69,500,19463.58,11081.54375,58.0,4.0,309518.42,499.0,1.61,324732.11,557.0,Llama2
3644.64,23.94,470,19636.52,4544.7,18.0,3.96,285650.52,469.0,1.64,290837.37,487.0,Llama2
3644.64,23.16,463,19995.68,4774.67,19.0,3.98,281012.5,462.0,1.64,286403.19,481.0,Llama2
3644.64,5.84,110,18829.17,1808.89,7.0,3.87,63190.65,109.0,1.72,65102.6,116.0,Llama2
3644.64,25.65,500,19491.66,6962.95,28.0,4.02,306434.07,499.0,1.63,314104.06,527.0,Llama2
3644.64,25.26,500,19792.57,3505.34,14.0,3.99,305527.26,499.0,1.63,309747.77,513.0,Llama2
3644.64,25.03,500,19972.84,11081.54375,73.0,3.9,331770.42,499.0,1.5,398858.01,758.0,Llama2
3644.64,6.11,116,18979.06,6264.28,25.0,3.99,67220.52,115.0,1.71,73597.13,140.0,Llama2
3644.64,25.16,500,19869.66,3266.79,13.0,3.98,304846.59,499.0,1.64,308820.48,512.0,Llama2
3644.64,19.73,394,19964.53,1555.66,6.0,3.86,236538.8,393.0,1.66,238580.19,399.0,Llama2
3644.64,25.42,500,19671.1,3254.98,13.0,3.99,305472.69,499.0,1.63,309438.6,512.0,Llama2
3644.64,5.16,95,18400.15,7221.28,29.0,4.02,54815.34,94.0,1.71,62128.45,123.0,Llama2
3644.64,25.64,493,19224.02,7221.88,29.0,4.02,302097.49,492.0,1.63,310017.45,521.0,Llama2
3644.64,12.87,257,19962.72,8021.91,32.0,3.99,152579.68,256.0,1.68,160864.67,288.0,Llama2
3644.64,25.78,500,19394.88,4015.67,16.0,3.98,305742.48,499.0,1.63,310472.25,515.0,Llama2
3644.64,24.8,500,20159.66,10001.13,40.0,4.0,307684.46,499.0,1.62,318372.27,539.0,Llama2
3644.64,25.13,500,19894.16,6992.73,28.0,4.0,306476.73,499.0,1.63,314174.3,527.0,Llama2
3644.64,21.0,423,20147.65,1812.37,7.0,3.86,254730.53,422.0,1.66,257083.35,429.0,Llama2
3644.64,15.63,307,19646.74,2306.3,9.0,3.9,182549.59,306.0,1.68,185206.97,315.0,Llama2
3644.64,25.48,500,19626.31,1555.34,6.0,3.86,304581.9,499.0,1.64,306851.33,505.0,Llama2
3644.64,20.38,397,19477.02,7990.75,32.0,4.0,240049.38,396.0,1.65,248554.06,428.0,Llama2
3644.64,25.54,500,19577.13,4579.49,18.0,3.93,305820.03,499.0,1.63,311114.6,517.0,Llama2
3644.64,16.49,316,19160.81,7480.81,30.0,4.01,189121.0,315.0,1.67,196978.23,345.0,Llama2
3644.64,25.89,500,19316.21,5030.41,20.0,3.98,305831.95,499.0,1.63,311571.06,519.0,Llama2
3644.64,9.53,183,19208.57,4783.82,19.0,3.97,107192.28,182.0,1.7,112164.87,201.0,Llama2
3644.64,25.33,500,19740.22,11081.54375,73.0,3.98,311996.43,499.0,1.6,334551.53,586.0,Llama2
3644.64,12.74,249,19549.34,3497.32,14.0,4.0,146983.83,248.0,1.69,150742.33,262.0,Llama2
3644.64,24.99,500,20009.6,11081.54375,73.0,3.83,352958.77,499.0,1.41,411128.95125,820.5,Llama2
3644.64,25.5,500,19606.31,9053.4,36.0,3.98,307086.42,499.0,1.62,316841.77,535.0,Llama2
3644.64,25.41,500,19675.74,7999.14,32.0,4.0,307061.81,499.0,1.63,315759.63,531.0,Llama2
3644.64,17.61,345,19590.03,3743.1,15.0,4.01,206148.64,344.0,1.67,210292.91,359.0,Llama2
3644.64,21.53,419,19457.6,1337.95,5.0,3.74,252164.33,418.0,1.66,254054.42,423.0,Llama2
3644.64,25.4,500,19688.14,3754.55,15.0,4.0,305243.09,499.0,1.63,309710.01,514.0,Llama2
3644.64,16.08,317,19716.38,3497.22,14.0,4.0,188763.63,316.0,1.67,192618.16,330.0,Llama2
3644.64,1.28,23,17912.77,11081.54375,73.0,3.69,12968.11,22.0,1.7,36849.93,110.0,Llama2
3644.64,25.25,500,19798.06,2769.0,11.0,3.97,304989.54,499.0,1.64,308457.06,510.0,Llama2
3644.64,2.6,54,20745.29,831.66,3.0,3.61,30311.8,53.0,1.75,31185.08,56.0,Llama2
